1,南京南,0
2,南京,10
3,仙林,23
4,宝华山,37
5,镇江,74
6,丹徒,87
7,丹阳,101
8,常州,146
9,戚墅堰,157
10,惠山,171
11,无锡,185
12,无锡新区,198
13,苏州新区,217
14,苏州,227
15,苏州园区,237
16,阳澄湖,252
17,昆山南,261
18,花桥,271
19,安亭北,282
20,南翔北,297
21,上海西,306
22,上海,311
23,上海虹桥,311
